"","logFC","AveExpr","t","P.Value","adj.P.Val","B","contrast"
"Pathway.PID_CONE_PATHWAY",0.684603716065062,-3.33377206088239,42.0811600751734,1.97957088748996e-14,3.71169541404368e-12,23.7069900379124,"ConditionI47F-ConditionG2B2"
"Pathway.REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE",0.649118550614626,-2.35439595123459,45.8608169625995,7.07616089817961e-15,1.99017025261302e-12,24.7374725875006,"ConditionI47F-ConditionG2B2"
"Pathway.KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM",0.59897144622984,-1.37601711216642,24.7124258395855,1.11333009614454e-11,2.31943770030112e-10,17.1535575502414,"ConditionI47F-ConditionG2B2"
"Pathway.KEGG_CIRCADIAN_RHYTHM_MAMMAL",0.588883897030395,0.551926915539259,37.7386477020983,7.27136260166679e-14,8.18028292687514e-12,22.3865190213213,"ConditionI47F-ConditionG2B2"
"Pathway.REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX",0.572322128212885,-1.26299503372926,32.055114006881,5.08819016384618e-13,2.66666103789225e-11,20.3828950256139,"ConditionI47F-ConditionG2B2"
"Pathway.REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS",0.570543129061693,0.708958868565252,28.2126079545018,2.32011400278326e-12,7.67684780332696e-11,18.801444134557,"ConditionI47F-ConditionG2B2"
"Pathway.PID_RHODOPSIN_PATHWAY",0.554379374589428,-2.26697161513309,28.1119025172581,2.4206515042638e-12,7.78066554941935e-11,18.7570333687501,"ConditionI47F-ConditionG2B2"
"Pathway.REACTOME_UNBLOCKING_OF_NMDA_RECEPTOR_GLUTAMATE_BINDING_AND_ACTIVATION",0.527050908640641,-0.500093324706133,40.9936747081276,2.70694949623374e-14,4.35045454751852e-12,23.3910202350116,"ConditionI47F-ConditionG2B2"
"Pathway.REACTOME_SIGNALING_BY_HIPPO",0.520051057434728,0.993705917197007,36.8307887934123,9.72345635776042e-14,9.62740616606534e-12,22.0892829709768,"ConditionI47F-ConditionG2B2"
"Pathway.PID_INTEGRIN_A9B1_PATHWAY",0.512966081674275,-0.0984405546301932,34.8962733394569,1.85043363671308e-13,1.33094961277633e-11,21.4284466567096,"ConditionI47F-ConditionG2B2"
"Pathway.REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM",0.482436256664511,-2.36545198927479,26.0323711604585,6.0173839217659e-12,1.57082334770155e-10,17.8014493892759,"ConditionI47F-ConditionG2B2"
"Pathway.REACTOME_SYNTHESIS_OF_PC",0.478988431408983,-0.403711200012387,26.1682270402852,5.65785535024376e-12,1.5524603095181e-10,17.8662278557669,"ConditionI47F-ConditionG2B2"
"Pathway.REACTOME_SIGNALING_BY_ROBO_RECEPTOR",0.456337727068047,1.3049361753179,32.1599566456468,4.89425180477775e-13,2.66666103789225e-11,20.4232037474389,"ConditionI47F-ConditionG2B2"
"Pathway.PID_S1P_META_PATHWAY",0.444783803103421,0.105859228525962,26.2143912814396,5.54103261983591e-12,1.5524603095181e-10,17.8881616703202,"ConditionI47F-ConditionG2B2"
"Pathway.KEGG_HEMATOPOIETIC_CELL_LINEAGE",0.415677779250637,-2.60882404080203,23.5409026315099,1.97507131507815e-11,3.36990738987393e-10,16.5485082568802,"ConditionI47F-ConditionG2B2"
"Pathway.REACTOME_APOPTOTIC_EXECUTION_PHASE",0.41428971044061,0.532289251212316,30.828482382809,8.09343082298262e-13,3.37226284290942e-11,19.9006730436398,"ConditionI47F-ConditionG2B2"
"Pathway.REACTOME_PACKAGING_OF_TELOMERE_ENDS",0.39405819470699,-1.58544619737873,17.8773750862735,4.96394010527142e-10,4.14679665991431e-09,13.125835677004,"ConditionI47F-ConditionG2B2"
"Pathway.REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII",0.386478244894198,0.700979380085666,23.9406021577857,1.61930666783715e-11,3.02349939167241e-10,16.7582787068205,"ConditionI47F-ConditionG2B2"
"Pathway.KEGG_LONG_TERM_DEPRESSION",0.383596373431872,0.139438351978817,27.4860523755578,3.16142555029287e-12,9.87945484466523e-11,18.4772988721356,"ConditionI47F-ConditionG2B2"
"Pathway.ST_ADRENERGIC",0.368677347013628,0.974278089401473,26.7285849789751,4.40246894215438e-12,1.3385885297091e-10,18.1298333314352,"ConditionI47F-ConditionG2B2"
"Pathway.KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES",0.357730522959594,-1.18963707241063,20.7732168534499,8.59853368703823e-11,1.03132730017173e-09,14.9905624228754,"ConditionI47F-ConditionG2B2"
"Pathway.PID_LIS1_PATHWAY",0.356222621273124,1.24179113345829,24.0736848128105,1.5167619230943e-11,2.94199510945014e-10,16.8273430438605,"ConditionI47F-ConditionG2B2"
"Pathway.REACTOME_MEIOTIC_SYNAPSIS",0.355130542651907,-0.33241889762242,21.9351446617276,4.53812397551201e-11,6.54537111852693e-10,15.6682858642129,"ConditionI47F-ConditionG2B2"
"Pathway.REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS",0.354995456257668,0.475684600344231,24.981274740578,9.79708844809001e-12,2.11956240463486e-10,17.2883237065888,"ConditionI47F-ConditionG2B2"
"Pathway.REACTOME_SIGNALING_BY_BMP",0.353356940545063,0.669924827055466,19.842538184935,1.47090791646939e-10,1.5043376418437e-09,14.4203233908656,"ConditionI47F-ConditionG2B2"
"Pathway.PID_P75_NTR_PATHWAY",0.35181524372143,0.515379146656264,25.7752745102916,6.76726150505839e-12,1.65503678112841e-10,17.6779123223877,"ConditionI47F-ConditionG2B2"
"Pathway.PID_INTEGRIN5_PATHWAY",0.349741550472129,-1.35120990166416,16.8473103255114,9.88106133711473e-10,7.5620367375878e-09,12.3918595523598,"ConditionI47F-ConditionG2B2"
"Pathway.PID_CIRCADIAN_PATHWAY",0.347967498491528,0.0879535288070453,20.1190196820926,1.25099611645879e-10,1.34035298192014e-09,14.5924081584987,"ConditionI47F-ConditionG2B2"
"Pathway.KEGG_COMPLEMENT_AND_COAGULATION_CASCADES",0.345888013981719,-2.12259315492582,21.5017187273091,5.73764112995579e-11,7.59393678964737e-10,15.4197129983262,"ConditionI47F-ConditionG2B2"
"Pathway.REACTOME_RAS_ACTIVATION_UOPN_CA2_INFUX_THROUGH_NMDA_RECEPTOR",0.344210880596673,0.0964546319186616,22.4521666473724,3.4503087821294e-11,5.17546317319409e-10,15.9585149513029,"ConditionI47F-ConditionG2B2"
"Pathway.REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_RAS",0.34233000913802,-0.213906503434604,20.769352647401,8.61731255254599e-11,1.03132730017173e-09,14.9882468535494,"ConditionI47F-ConditionG2B2"
"Pathway.BIOCARTA_AKT_PATHWAY",0.338580125594935,0.392715070588005,20.2490413192759,1.16010560577087e-10,1.2671056373711e-09,14.672539337678,"ConditionI47F-ConditionG2B2"
"Pathway.PID_S1P_S1P4_PATHWAY",0.337275171114155,2.10751311668248,23.8826486674893,1.66628410918835e-11,3.02349939167241e-10,16.7280825177767,"ConditionI47F-ConditionG2B2"
"Pathway.BIOCARTA_CK1_PATHWAY",0.336530413597241,-0.380364084521772,25.937423526184,6.28329339080621e-12,1.57082334770155e-10,17.7559716586044,"ConditionI47F-ConditionG2B2"
"Pathway.PID_INTEGRIN_A4B1_PATHWAY",0.330789777303557,1.65685948584184,23.6690087766588,1.85261707592868e-11,3.28102702075489e-10,16.6161277837732,"ConditionI47F-ConditionG2B2"
"Pathway.REACTOME_DOWNSTREAM_TCR_SIGNALING",0.330153744555362,-0.0584411880196175,16.1932323411021,1.56156832211102e-09,1.09115798905273e-08,11.9034899559355,"ConditionI47F-ConditionG2B2"
"Pathway.REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE",0.324638207738846,-0.0502242982457231,17.8398300515356,5.08673723616156e-10,4.14679665991431e-09,13.0997964115713,"ConditionI47F-ConditionG2B2"
"Pathway.REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES",0.323107852480254,0.749950744347096,23.3595274722725,2.16365486685265e-11,3.54608141007215e-10,16.4521377245105,"ConditionI47F-ConditionG2B2"
"Pathway.REACTOME_RNA_POL_I_PROMOTER_OPENING",0.32179061839825,-1.36151596813314,23.9099081685007,1.64400635798324e-11,3.02349939167241e-10,16.7422950201624,"ConditionI47F-ConditionG2B2"
"Pathway.ST_WNT_BETA_CATENIN_PATHWAY",0.31678641493172,1.17845489677433,18.9459254937183,2.52464118774321e-10,2.35083063841318e-09,13.8457935053483,"ConditionI47F-ConditionG2B2"
"Pathway.BIOCARTA_PITX2_PATHWAY",0.31567613805558,2.16304799056857,17.8482291550693,5.05898440544813e-10,4.14679665991431e-09,13.1056261226952,"ConditionI47F-ConditionG2B2"
"Pathway.PID_NCADHERIN_PATHWAY",0.314819602811609,1.91259968088126,19.9465521822155,1.38362686890613e-10,1.46847191275415e-09,14.485335168938,"ConditionI47F-ConditionG2B2"
"Pathway.REACTOME_METAL_ION_SLC_TRANSPORTERS",0.311795600616148,-0.94284194355693,20.6269582418278,9.34118893875912e-11,1.09467057876083e-09,14.9026231434863,"ConditionI47F-ConditionG2B2"
"Pathway.REACTOME_AMINE_COMPOUND_SLC_TRANSPORTERS",0.31090691874459,-0.511531412492241,18.1235554623191,4.23399436744834e-10,3.66403358721491e-09,13.2952914067031,"ConditionI47F-ConditionG2B2"
"Pathway.REACTOME_CGMP_EFFECTS",0.309778432570915,-2.29850265937615,23.2905981715646,2.24035532691021e-11,3.54985879263941e-10,16.4153166978596,"ConditionI47F-ConditionG2B2"
"Pathway.PID_REELIN_PATHWAY",0.309481091084394,0.848133962381532,23.485111048626,2.03111341006142e-11,3.4104516213718e-10,16.5189438228375,"ConditionI47F-ConditionG2B2"
"Pathway.REACTOME_STRIATED_MUSCLE_CONTRACTION",0.306377504314485,-0.435395766533502,20.4616654127245,1.02648982753706e-10,1.16646571311029e-09,14.8025010447724,"ConditionI47F-ConditionG2B2"
