"X","logFC","t","P.Value","adj.P.Val","Direction"
"ST_T_CELL_SIGNAL_TRANSDUCTION",0.0568754587967764,4.23475355110812,2.63704347123927e-05,0.0229722455298568,"UP"
"REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS",0.0434670175165244,3.93878422296912,9.12479518497645e-05,0.0229722455298568,"UP"
"REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING",-0.0510703605277772,-3.85028136288505,0.00013030176825795,0.0229722455298568,"DOWN"
"REACTOME_ADP_SIGNALLING_THROUGH_P2RY12",-0.0581212548311407,-3.83557952690307,0.000138153988654047,0.0229722455298568,"DOWN"
"KEGG_BETA_ALANINE_METABOLISM",-0.087223934531707,-3.80274717347748,0.000157332393897456,0.0229722455298568,"DOWN"
"PID_CDC42_PATHWAY",0.0257833483661146,3.7789737714002,0.000172758290203574,0.0229722455298568,"UP"
"ST_FAS_SIGNALING_PATHWAY",0.0398195560196423,3.71198400425179,0.000224253281150892,0.0229722455298568,"UP"
"REACTOME_SIGNALING_BY_NODAL",0.0644230359541117,3.70848368701646,0.000227306407645521,0.0229722455298568,"UP"
"KEGG_NEUROTROPHIN_SIGNALING_PATHWAY",0.0288369841338738,3.7042023274213,0.00023109397040477,0.0229722455298568,"UP"
"ST_GA13_PATHWAY",0.0372440593830476,3.69798625239301,0.00023669891218953,0.0229722455298568,"UP"
"PID_ARF_3PATHWAY",-0.0387248195374903,-3.68038362943532,0.000253272628078433,0.0229722455298568,"DOWN"
"REACTOME_NEP_NS2_INTERACTS_WITH_THE_CELLULAR_EXPORT_MACHINERY",-0.0593182371408312,-3.66339119774624,0.000270301712649818,0.0229722455298568,"DOWN"
"REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA",-0.0515894025978665,-3.64237917184264,0.00029284745120015,0.0229722455298568,"DOWN"
"PID_S1P_META_PATHWAY",0.0582157888882019,3.64188625261584,0.000293396963728401,0.0229722455298568,"UP"
"KEGG_ARGININE_AND_PROLINE_METABOLISM",-0.0604235001980674,-3.62658554047786,0.000310943773416401,0.0229722455298568,"DOWN"
"BIOCARTA_RAS_PATHWAY",0.0619859701808458,3.60772238078421,0.000333931970907514,0.0229722455298568,"UP"
"REACTOME_CALNEXIN_CALRETICULIN_CYCLE",-0.0592861404618164,-3.60533486452792,0.00033695269543362,0.0229722455298568,"DOWN"
"REACTOME_SIGNALING_BY_SCF_KIT",0.0342341173898184,3.57248580321542,0.000381202977487453,0.0240235378678211,"UP"
