GeneID	RNAseq wt_1	RNAseq wt_2	RNAseq wt_3	RNAseq APP_1	RNAseq APP_2	RNAseq APP_3	RNAseq PSEN_1	RNAseq PSEN_2	RNAseq PSEN_3	RNAseq APP/PSEN1_1	RNAseq APP/PSEN1_2	RNAseq APP/PSEN1_3 
ENSG00000231482	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203635	1	3	1	0	0	1	1	1	1	1	2	3
ENSG00000130508	1008	1136	1175	1083	1042	909	1206	1691	1051	661	1455	1213
ENSG00000186487	1852	2109	2354	2714	2298	2181	2251	3307	2087	1534	3034	2544
ENSG00000232057	19	23	34	17	18	17	16	20	7	24	37	35
ENSG00000225619	72	94	75	40	45	53	46	66	30	52	112	113
ENSG00000234929	2	1	1	1	0	0	0	1	0	0	0	0
ENSG00000227364	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237720	4	4	9	2	4	3	2	2	0	0	3	1
ENSG00000228391	0	0	0	1	0	0	0	0	0	2	0	0
ENSG00000234423	12	11	8	2	5	3	4	2	4	6	8	8
ENSG00000263570	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000238722	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000236760	1	3	3	2	2	2	2	4	1	2	5	5
ENSG00000226649	2	1	0	1	1	1	1	4	0	0	5	5
ENSG00000032389	932	1048	984	890	663	927	999	1403	837	522	908	840
ENSG00000224885	5	8	5	2	5	5	2	9	4	8	14	8
ENSG00000171853	649	744	771	844	786	754	791	1028	695	381	698	547
ENSG00000225234	32	40	53	49	43	39	50	79	46	22	59	40
ENSG00000271868	1	1	1	3	1	2	7	4	5	2	1	0
ENSG00000182551	232	220	200	307	243	286	172	234	156	71	150	134
ENSG00000235078	3	3	2	4	2	3	2	8	2	6	9	15
ENSG00000242282	9	3	2	9	9	8	8	6	5	2	8	6
ENSG00000255767	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171865	204	231	225	327	259	329	296	400	272	160	313	286
ENSG00000234171	93	114	102	130	82	120	116	161	81	66	125	86
ENSG00000171863	3248	3672	3331	5579	4194	5270	4330	6050	3886	3326	6404	5579
ENSG00000252531	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000118004	15	9	10	20	17	13	10	17	13	18	31	25
ENSG00000237370	0	0	2	0	1	0	0	1	0	1	1	0
ENSG00000188765	58	57	47	96	71	64	97	137	111	44	87	54
ENSG00000151360	1	0	5	7	6	7	3	3	3	4	13	16
ENSG00000232718	0	0	0	1	1	1	0	0	0	0	2	5
ENSG00000224661	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000214866	0	1	0	0	1	1	2	0	0	0	3	3
ENSG00000227363	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000237401	0	1	2	0	0	0	0	5	0	0	4	1
ENSG00000264071	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229550	0	0	0	0	0	0	0	0	0	1	1	0
ENSG00000215960	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000231821	0	0	0	0	0	1	0	0	0	0	0	3
ENSG00000231532	0	0	0	0	1	0	2	2	1	0	4	4
ENSG00000252238	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207192	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000228585	0	0	0	0	1	0	1	1	0	0	0	0
ENSG00000232835	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000224128	0	0	0	1	0	0	3	2	4	5	0	0
ENSG00000230090	5	0	4	1	7	4	4	8	1	11	9	11
ENSG00000176887	3357	3432	3739	6883	6109	6254	6687	9382	5549	4852	9681	7786
ENSG00000242540	32	14	23	41	32	28	42	51	32	24	68	52
ENSG00000236106	3	0	0	2	0	1	0	0	0	0	2	3
ENSG00000237266	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000232044	37	46	45	23	16	14	44	44	30	22	43	53
ENSG00000272268	0	0	4	2	2	0	1	6	2	0	4	5
ENSG00000234275	1	0	1	0	0	0	0	1	1	2	7	4
ENSG00000227007	0	0	1	0	0	0	0	2	0	0	1	2
ENSG00000231610	0	0	0	2	1	0	0	0	0	0	0	0
ENSG00000226488	0	0	0	1	1	0	1	0	0	0	1	2
ENSG00000236172	0	0	2	0	3	0	1	4	0	3	1	3
ENSG00000205837	1	0	2	3	4	4	1	2	0	0	4	2
ENSG00000225964	3	0	4	2	0	1	1	2	2	1	3	2
ENSG00000134326	145	133	133	155	121	133	122	179	120	124	202	198
ENSG00000134321	12	7	5	3	2	3	10	17	12	4	22	15
ENSG00000271947	1	2	1	3	4	2	2	5	1	1	4	6
ENSG00000228203	25	25	32	31	44	43	52	90	39	33	76	52
ENSG00000151692	734	808	851	1581	1210	1384	814	1143	702	502	929	790
ENSG00000223884	3	2	1	6	4	2	2	1	3	2	7	6
ENSG00000223145	0	0	0	1	1	0	0	0	0	0	0	0
ENSG00000272002	2	1	5	4	1	1	4	1	0	1	4	4
ENSG00000213774	0	1	0	0	0	0	0	0	0	0	1	1
ENSG00000229727	2	5	3	10	4	5	2	4	1	3	9	10
ENSG00000221255	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230515	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000235576	0	0	0	1	1	0	1	2	0	0	0	2
ENSG00000232979	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229405	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226506	0	0	0	0	0	0	1	0	0	0	1	1
ENSG00000235665	0	0	0	1	0	2	0	1	0	0	4	0
ENSG00000236790	0	1	1	1	0	0	0	0	0	0	3	4
ENSG00000229740	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231435	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000236008	2	1	1	0	3	1	0	1	0	0	4	1
ENSG00000231083	1	0	0	0	0	0	0	0	0	0	0	1
ENSG00000225642	0	0	1	2	0	0	1	0	3	0	2	1
ENSG00000235092	7	5	9	23	22	13	2	9	6	31	41	29
ENSG00000115738	168	198	168	427	280	375	88	132	75	89	218	186
ENSG00000260837	32	20	27	35	38	35	46	53	40	19	39	36
ENSG00000134313	12895	14588	14978	22257	17976	17984	20908	30708	18357	7424	17101	14958
ENSG00000143797	1300	1360	1425	2681	2388	2349	1766	2464	1499	930	2080	1913
ENSG00000238888	0	3	1	6	6	7	2	0	1	3	12	4
ENSG00000230886	0	0	0	0	1	0	0	1	0	0	0	2
ENSG00000223640	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242136	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261104	1	0	0	1	0	0	0	1	0	1	1	1
ENSG00000244310	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240980	0	0	0	0	0	0	0	1	0	0	0	3
ENSG00000151693	500	584	592	754	627	629	830	1234	658	549	985	778
ENSG00000213772	3	11	3	9	9	3	2	5	5	7	13	5
ENSG00000119185	596	719	701	815	613	795	972	1512	932	461	954	868
ENSG00000119203	315	402	374	542	471	471	527	802	507	294	610	534
ENSG00000134330	149	201	145	633	450	569	474	664	386	208	338	347
ENSG00000151694	442	426	499	801	757	713	483	718	422	323	704	642
ENSG00000239300	0	1	3	3	12	5	2	15	4	6	10	10
ENSG00000238462	1	0	2	1	1	1	0	3	0	1	2	1
ENSG00000271855	15	20	22	20	19	12	12	16	10	15	27	33
ENSG00000134308	8558	8875	8660	13202	9991	12461	13298	17872	11053	5157	10451	9266
ENSG00000207086	2	4	3	2	7	3	2	2	3	3	4	9
ENSG00000240687	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000244260	0	0	0	0	1	0	0	0	0	0	0	1
ENSG00000200034	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000240960	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243491	5	6	5	1	2	2	2	3	2	3	6	4
ENSG00000115750	200	199	201	250	206	211	220	331	185	133	294	282
ENSG00000269973	57	63	60	70	57	68	61	104	55	27	66	76
ENSG00000134317	188	188	163	249	187	194	141	205	108	71	145	119
ENSG00000188525	2	3	5	5	7	2	5	6	0	0	2	3
ENSG00000260476	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260077	25	26	20	71	61	72	34	46	34	29	35	39
ENSG00000172059	264	285	311	507	367	453	297	377	257	181	341	236
ENSG00000271787	0	0	0	0	0	0	0	0	0	1	0	1
ENSG00000205795	8	13	14	7	10	6	3	6	1	1	1	2
ENSG00000233502	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000212558	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272524	0	0	0	0	0	0	0	0	0	0	1	2
ENSG00000171848	8	4	9	25	31	20	3	4	1	13	33	27
ENSG00000163009	0	1	0	1	2	0	0	0	0	0	0	4
ENSG00000206647	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000265418	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264030	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000206898	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000115756	436	464	448	1374	958	1280	724	1030	698	294	612	464
ENSG00000115758	5785	6581	5790	6854	4979	6658	6781	9121	5824	4606	8793	7368
ENSG00000206633	49	39	44	96	41	63	51	59	43	55	122	75
ENSG00000257135	32	42	34	64	33	59	35	54	44	59	112	83
ENSG00000217258	2	2	3	5	3	6	8	11	3	4	12	6
ENSG00000115761	192	275	255	344	305	350	254	354	203	230	396	346
ENSG00000234818	1	0	9	4	2	2	1	3	0	1	4	7
ENSG00000243819	8	11	9	9	12	2	10	12	6	19	17	24
ENSG00000236162	0	1	1	1	0	0	0	0	0	0	0	1
ENSG00000143882	16	16	20	21	22	18	14	16	16	6	19	17
ENSG00000239053	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272275	0	4	5	6	7	3	4	10	0	5	5	5
ENSG00000143870	1035	1077	973	1251	1030	1221	1098	1571	1001	580	1159	1015
ENSG00000238962	0	0	0	0	0	2	1	0	0	0	0	0
ENSG00000232056	2	7	0	0	0	0	1	2	5	1	0	1
ENSG00000270488	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000271952	0	1	3	1	2	4	1	2	0	1	2	5
ENSG00000162975	597	584	605	413	332	403	588	775	463	232	418	352
ENSG00000145063	0	3	8	4	1	0	1	3	1	1	3	4
ENSG00000226080	0	0	0	2	0	1	0	1	1	0	1	1
ENSG00000150873	7	5	2	11	3	9	4	1	4	4	6	4
ENSG00000162976	41	53	38	68	63	63	33	48	20	28	59	47
ENSG00000134318	449	468	645	899	920	558	810	1191	704	355	935	858
ENSG00000207267	1	1	0	4	2	2	1	1	1	0	0	0
ENSG00000230154	2	7	4	12	7	4	1	4	2	5	13	5
ENSG00000226961	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230952	0	0	0	0	0	0	0	1	0	0	1	0
ENSG00000231403	0	0	0	0	0	0	1	0	0	0	0	2
ENSG00000224177	0	0	0	0	1	0	0	0	0	0	0	1
ENSG00000169016	249	297	266	310	300	332	274	372	228	127	305	276
ENSG00000269074	0	0	0	0	2	0	0	1	0	0	0	0
ENSG00000201610	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196208	303	332	371	1056	903	959	334	524	329	190	417	278
ENSG00000264010	0	0	0	0	1	1	1	0	2	0	0	1
ENSG00000251718	1	2	2	1	5	0	0	1	0	1	2	4
ENSG00000202248	2	0	0	0	0	2	0	1	0	1	0	0
ENSG00000239899	545	676	428	889	597	600	513	667	629	377	1157	512
ENSG00000265583	0	0	0	0	0	1	0	1	0	0	0	0
ENSG00000169006	0	0	0	0	1	1	0	0	0	0	0	1
ENSG00000230044	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000134324	872	957	979	1126	918	985	1108	1555	954	686	1327	1076
ENSG00000228496	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000203643	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230790	0	1	2	0	0	0	0	1	0	5	0	2
ENSG00000265056	3	1	1	0	0	1	1	2	0	0	1	2
ENSG00000265172	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224184	1	0	0	2	3	2	0	1	0	1	2	10
ENSG00000238503	0	0	0	0	0	0	0	0	0	0	0	3
ENSG00000264089	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207183	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000223360	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261117	3	6	4	7	4	1	5	3	6	5	25	11
ENSG00000071575	1313	1402	1504	2942	2245	2561	1510	2048	1321	976	1893	1518
ENSG00000264370	2	2	1	5	1	2	1	0	0	2	1	8
ENSG00000225649	6	4	7	12	18	15	6	4	1	6	22	25
ENSG00000229370	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000230448	6	1	3	2	3	1	3	4	5	1	9	6
ENSG00000227718	1	0	0	0	0	0	0	1	0	0	0	1
ENSG00000251859	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000228505	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162981	764	766	791	700	584	560	1067	1614	998	340	659	486
ENSG00000265629	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235127	0	0	1	1	0	0	0	1	0	0	2	1
ENSG00000151779	3749	4113	4013	4826	3652	4626	4627	6235	3881	3039	5760	5095
ENSG00000229087	3	1	3	5	0	3	3	2	2	2	3	5
ENSG00000234022	1	0	2	2	1	0	0	0	1	0	0	2
ENSG00000079785	772	817	846	1318	1139	1109	1102	1681	940	534	1104	1022
ENSG00000224194	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000231031	0	1	0	0	1	0	0	0	0	0	1	1
ENSG00000237326	0	1	0	0	0	0	0	2	0	0	0	2
ENSG00000202160	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214657	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238371	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223850	1	2	0	0	0	0	0	3	1	0	2	4
ENSG00000233718	30	18	25	14	11	13	28	25	21	28	58	38
ENSG00000134323	228	239	266	253	182	183	346	497	305	331	550	423
ENSG00000243541	1	0	0	0	0	0	0	0	0	0	0	1
ENSG00000226764	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000236289	0	0	1	0	0	0	0	1	0	1	3	2
ENSG00000236989	2	2	0	0	0	1	0	3	0	0	3	12
ENSG00000271315	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251704	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000226041	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000228876	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000231266	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232444	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000224400	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000237633	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000197872	1405	1526	1514	2418	2107	2090	2042	2834	1660	878	1729	1402
ENSG00000223536	2	0	0	1	0	1	2	1	0	1	3	2
ENSG00000224604	0	0	0	1	0	0	0	0	0	0	0	1
ENSG00000237670	0	0	1	0	2	0	0	1	0	0	0	1
ENSG00000222842	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214843	0	0	0	0	1	0	0	0	0	0	2	0
ENSG00000236348	3	4	1	5	3	3	3	7	6	1	4	3
ENSG00000214842	10	6	14	11	21	18	15	32	21	10	31	35
ENSG00000163032	1023	1129	1143	4340	3574	3405	2456	3619	2151	1052	2115	1706
ENSG00000163029	264	308	381	462	457	311	344	592	325	204	560	486
ENSG00000178295	41	62	56	54	54	44	75	111	54	29	79	56
ENSG00000151379	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170745	18	19	12	27	10	23	70	79	49	3	13	5
ENSG00000212455	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000260331	4	6	5	6	3	3	9	6	0	4	3	4
ENSG00000240857	166	201	199	207	153	202	193	287	159	96	189	220
ENSG00000250741	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185013	2	0	0	3	3	0	1	2	0	1	3	1
ENSG00000207170	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000224626	0	0	0	0	0	0	1	1	0	0	0	0
ENSG00000236204	6	8	7	14	12	13	12	14	10	7	19	18
ENSG00000266738	0	0	1	2	0	0	0	0	0	1	2	2
ENSG00000143867	1	1	0	3	1	4	1	1	1	2	6	4
ENSG00000234597	2	0	0	0	0	0	0	0	0	0	1	2
ENSG00000237992	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000235911	0	0	1	0	0	0	0	0	0	0	2	2
ENSG00000213403	1	1	1	0	1	0	3	0	2	0	0	0
ENSG00000228784	4	8	4	5	8	6	6	10	5	5	5	10
ENSG00000183891	168	182	198	210	150	138	173	235	136	95	230	224
ENSG00000271991	8	2	0	3	1	2	3	6	2	9	16	14
ENSG00000118965	313	344	390	519	423	422	360	596	314	222	535	488
ENSG00000227210	5	3	7	2	6	9	2	9	5	8	12	11
ENSG00000132031	6	10	7	46	31	37	8	6	7	7	14	12
ENSG00000068697	254	318	313	719	476	640	396	555	320	251	402	365
ENSG00000223734	7	10	13	3	1	4	5	8	4	7	27	9
ENSG00000234378	0	0	0	0	0	0	0	2	0	0	0	2
ENSG00000213729	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000266059	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200763	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000115884	151	153	166	376	273	387	207	300	171	151	256	171
ENSG00000235411	5	2	4	3	7	6	7	9	4	3	7	4
ENSG00000238735	1	2	1	0	0	0	0	4	0	0	1	3
ENSG00000055917	1660	1791	1984	2335	2228	2048	2140	2911	1715	1354	2731	2137
ENSG00000252216	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232800	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000212171	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000143878	1597	1663	1786	2045	1558	2176	1677	2411	1471	782	1358	1042
ENSG00000228950	3	2	4	4	7	3	2	1	3	10	6	11
ENSG00000200829	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000227047	0	0	0	0	0	0	0	0	0	0	0	3
ENSG00000118960	139	117	151	221	179	234	129	208	119	82	186	155
ENSG00000269976	3	3	3	7	4	2	4	2	4	3	5	4
ENSG00000231948	1	4	4	5	2	5	3	7	4	3	2	1
ENSG00000233416	4	4	1	6	6	8	3	9	4	2	7	6
ENSG00000143869	42	63	47	25	22	39	51	80	41	30	77	66
ENSG00000260396	13	6	17	10	10	7	10	23	9	12	15	12
ENSG00000270100	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000118961	566	570	551	728	642	609	767	986	596	389	804	710
ENSG00000236436	1	0	0	0	0	0	0	0	0	0	0	1
ENSG00000261012	0	0	0	0	0	0	0	1	0	0	5	1
ENSG00000084674	0	1	0	0	0	1	1	3	1	1	2	9
ENSG00000218819	0	0	0	0	0	0	0	1	0	0	0	3
ENSG00000271629	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233005	0	0	2	0	0	2	2	5	3	3	11	1
ENSG00000231204	0	1	0	0	0	0	0	1	0	0	0	1
ENSG00000270654	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235537	0	0	0	0	0	0	0	0	0	0	2	1
ENSG00000228538	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000229621	0	0	0	1	0	0	0	1	0	0	1	3
ENSG00000264192	0	3	0	0	0	0	0	0	0	0	1	0
ENSG00000231200	3	2	1	6	3	2	3	7	0	1	3	15
ENSG00000228999	0	0	2	1	0	1	0	1	1	3	8	9
ENSG00000223691	0	1	0	1	0	0	2	0	0	0	0	0
ENSG00000234189	0	0	1	0	0	0	0	0	0	0	0	1
ENSG00000206882	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234207	1	0	1	0	0	0	0	0	0	0	2	2
ENSG00000233587	0	0	0	1	0	0	2	0	0	0	1	1
ENSG00000222616	0	0	2	0	0	0	0	0	0	0	0	2
ENSG00000232451	0	1	0	1	2	3	0	0	0	0	3	0
ENSG00000223530	0	0	1	0	0	0	0	2	0	0	1	1
ENSG00000233714	0	0	0	0	0	0	0	0	0	0	2	3
ENSG00000223634	1	3	1	5	6	6	1	3	1	3	5	8
ENSG00000235497	7	0	3	2	3	2	3	6	1	4	4	3
ENSG00000119771	765	973	870	583	480	518	629	859	500	399	782	614
ENSG00000224361	10	11	21	5	6	5	4	11	3	7	13	13
ENSG00000119778	981	1025	1190	1243	1087	1113	1189	1598	969	638	1535	1349
ENSG00000224464	4	4	8	17	9	8	7	9	12	8	13	6
ENSG00000238111	0	2	0	2	2	1	2	0	1	0	1	1
ENSG00000173960	419	476	435	693	684	736	485	718	454	361	660	632
ENSG00000234946	3	6	4	7	4	7	3	3	1	3	9	10
ENSG00000243847	1	2	0	0	0	0	2	0	1	0	2	0
ENSG00000205639	15	17	22	16	21	18	19	24	13	14	36	14
ENSG00000163026	329	409	405	496	411	471	426	594	379	251	509	421
ENSG00000222940	0	1	0	0	0	1	0	1	0	1	2	2
ENSG00000119782	275	329	269	530	355	511	351	499	269	150	329	235
ENSG00000115128	511	614	512	649	520	622	651	877	534	360	710	605
ENSG00000219626	79	82	91	106	118	123	119	169	90	87	180	114
ENSG00000115129	38	34	35	182	118	184	14	24	15	27	39	29
ENSG00000176732	21	19	22	22	19	15	26	31	21	7	17	16
ENSG00000266118	5	2	6	2	6	1	2	3	3	3	9	5
ENSG00000232642	2	0	1	0	2	1	2	4	1	3	1	8
ENSG00000186453	17	12	20	21	12	9	18	23	12	17	36	34
ENSG00000223754	2	4	5	1	2	3	4	6	4	4	3	8
ENSG00000198399	284	334	343	511	519	410	518	697	422	229	608	549
ENSG00000242628	0	2	1	0	3	0	0	7	0	6	3	3
ENSG00000251805	1	2	1	1	3	0	1	3	1	0	2	0
ENSG00000232963	1	0	1	2	1	1	1	0	3	3	2	1
ENSG00000233747	3	3	3	5	4	1	2	2	5	7	8	2
ENSG00000084676	1467	1698	1690	2158	1775	1713	2056	3066	1671	1567	3146	2690
ENSG00000202430	2	1	2	1	1	1	1	6	0	0	10	6
ENSG00000206732	4	8	1	1	5	0	1	3	2	3	6	7
ENSG00000184924	74	76	71	66	58	68	61	114	60	59	113	98
ENSG00000138092	114	100	111	180	121	133	129	169	91	87	137	127
ENSG00000138031	292	322	340	460	345	448	370	532	305	218	386	322
ENSG00000271936	7	6	7	10	4	4	5	9	8	4	9	4
ENSG00000115137	394	458	449	589	481	472	678	1059	643	291	572	475
ENSG00000237953	3	1	0	3	0	1	2	0	0	2	1	2
ENSG00000202479	2	1	0	1	0	1	0	2	2	0	2	1
ENSG00000224165	162	172	181	340	261	306	209	269	182	164	277	256
ENSG00000207069	0	0	0	0	0	0	0	0	0	1	1	0
ENSG00000084710	652	788	794	2049	1457	1916	1120	1566	963	548	1174	900
ENSG00000240913	1	0	3	4	7	4	2	0	0	2	4	1
ENSG00000229593	10	11	10	24	13	14	11	17	12	8	16	8
ENSG00000261452	350	456	496	1156	856	1059	683	880	527	371	623	501
ENSG00000115138	3	2	7	2	0	0	2	3	3	1	2	2
ENSG00000230452	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000272048	37	41	42	57	41	33	54	72	42	14	38	29
ENSG00000119772	550	553	600	820	673	748	730	978	589	419	623	616
ENSG00000221445	1	0	0	0	0	0	1	1	0	0	0	1
ENSG00000235072	17	13	24	8	7	6	11	22	12	1	8	14
ENSG00000179061	14	16	14	5	7	10	20	29	9	5	10	4
ENSG00000138101	604	721	684	838	651	788	720	965	626	444	801	702
ENSG00000224220	4	1	1	5	1	3	1	5	3	1	3	1
ENSG00000201160	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222070	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143970	343	383	477	712	609	510	467	746	374	276	629	444
ENSG00000187536	0	2	2	1	1	1	4	0	3	1	7	3
ENSG00000217643	3	1	5	2	5	0	1	3	1	1	2	1
ENSG00000218682	0	2	2	0	0	0	1	6	0	0	1	3
ENSG00000217718	1	0	0	0	0	0	0	0	0	1	1	0
ENSG00000084731	3342	3869	3661	7077	5315	6582	5325	7083	4604	2881	4891	3727
ENSG00000237629	13	9	6	11	11	9	7	16	11	4	13	8
ENSG00000268412	1	4	3	8	3	12	4	3	1	5	6	3
ENSG00000084733	2188	2281	2260	3887	3087	3390	2764	4006	2420	1325	2666	2405
ENSG00000199872	2	6	4	1	2	3	2	0	2	0	1	4
ENSG00000235440	5	11	7	6	4	3	4	6	4	6	5	7
ENSG00000231655	2	1	5	1	3	2	7	9	2	2	3	2
ENSG00000214465	2	12	6	1	7	6	4	9	4	7	11	4
ENSG00000227133	0	1	0	2	1	2	0	3	0	0	0	1
ENSG00000237951	0	0	2	1	0	0	3	1	0	1	1	1
ENSG00000157833	349	369	431	522	371	476	485	701	451	344	623	514
ENSG00000084754	1202	1335	1313	2436	1843	2281	1440	1989	1237	1152	2044	1727
ENSG00000138029	411	463	463	729	551	646	454	707	403	382	658	500
ENSG00000173567	9	15	13	23	12	14	5	15	7	23	20	21
ENSG00000138018	1398	1495	1538	2353	1954	2216	2039	2876	1765	801	1678	1615
ENSG00000157856	20	34	28	72	44	69	16	32	18	14	13	13
ENSG00000115155	24	15	24	24	13	15	20	24	15	7	12	11
ENSG00000173557	1	2	1	3	3	1	0	3	0	2	2	2
ENSG00000157884	0	0	5	2	1	1	1	1	0	1	1	1
ENSG00000225378	2	0	1	1	0	1	0	1	0	0	0	0
ENSG00000225024	0	0	0	1	0	1	0	1	0	0	0	0
ENSG00000171303	593	646	634	785	524	765	620	769	491	326	590	500
ENSG00000213699	358	488	476	694	508	673	578	837	496	283	529	435
ENSG00000115163	1	5	0	6	4	9	2	0	0	1	7	5
ENSG00000145835	1	2	1	0	2	1	1	0	0	0	1	1
ENSG00000157851	7338	8313	8482	15904	11896	15314	9541	13528	8307	4948	8835	6793
ENSG00000230286	7	9	11	23	20	26	13	15	19	5	12	6
ENSG00000084764	712	685	754	864	615	685	789	1079	662	440	818	509
ENSG00000205500	5	15	15	17	23	11	18	24	15	7	28	13
ENSG00000119777	133	131	161	259	199	230	136	178	110	102	153	148
ENSG00000084693	835	886	827	1291	897	1208	1015	1410	917	596	1101	919
ENSG00000231636	4	5	7	6	4	5	4	8	3	6	9	2
ENSG00000272056	10	19	16	10	6	10	10	10	8	9	15	14
ENSG00000229122	12	29	16	8	6	13	13	32	14	15	15	21
ENSG00000272148	22	26	28	20	19	20	19	27	24	9	27	21
ENSG00000228474	404	478	437	659	406	559	527	760	477	301	484	409
ENSG00000138080	44	43	35	66	44	67	54	68	33	39	55	60
ENSG00000138030	64	89	80	95	82	105	98	125	72	56	101	101
ENSG00000138028	317	355	304	398	294	361	396	575	330	152	328	241
ENSG00000143994	35	45	34	45	30	55	42	60	20	17	45	30
ENSG00000138073	613	694	648	851	542	809	778	1047	701	336	713	612
ENSG00000186143	0	0	0	0	0	1	0	0	0	2	2	1
ENSG00000163792	0	0	1	0	0	0	0	0	0	0	0	2
ENSG00000236099	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000138074	564	668	617	487	378	456	739	1028	623	274	524	481
ENSG00000138085	346	446	403	659	457	530	421	577	357	297	497	441
ENSG00000084774	409	468	527	722	624	657	615	955	565	481	805	589
ENSG00000115194	3	4	1	1	0	0	1	3	2	2	2	4
ENSG00000163793	0	0	1	0	0	0	2	2	0	0	1	2
ENSG00000138100	2	3	2	1	1	3	2	3	1	1	4	2
ENSG00000163794	27	35	31	28	16	36	34	34	29	20	54	27
ENSG00000115204	415	426	405	447	419	445	472	687	410	239	512	405
